workclass,education,marital-status,occupation,relationship,sex,native-country,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,class
 Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Wife, Female, United-States,0.9075943631048775,-0.261137332869076,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, Male, United-States,-1.2127884878837591,0.18112249394538432,0.7393794308821703,-0.1459543139772638,-0.21686313686554418,-1.6585394229402488,0
 Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Male, United-States,1.273177613275332,-0.8533929709247343,-0.03748988530900857,0.5096454395068163,-0.21686313686554418,0.4437834756775163,0
 Private, HS-grad, Never-married, Sales, Own-child, Female, United-States,-1.359021787951941,4.804772270400803,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.44566082758384584,0
 Private, Some-college, Never-married, Craft-repair, Not-in-family, Male, United-States,-1.28590513791785,-0.3184400693930489,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, 10th, Never-married, Machine-op-inspct, Own-child, Male, Portugal,-0.9934385377814865,-1.137470881280286,-1.5912285176913663,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, 1st-4th, Never-married, Other-service, Unmarried, Female, El-Salvador,-0.1160387373723954,-1.1296095456978175,-3.144967150073724,-0.1459543139772638,-0.21686313686554418,0.6055006217250367,0
 Private, Some-college, Divorced, Adm-clerical, Unmarried, Female, United-States,-0.40850533750875906,-0.6667650552378893,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,0
 Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Male, United-States,-0.9934385377814865,-1.6200881112975778,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Assoc-voc, Divorced, Sales, Unmarried, Female, United-States,-0.48162198754285,0.8825962499232142,0.35094477278658087,-0.1459543139772638,3.2410141321486248,-0.04136796246504486,0
 Private, 10th, Married-civ-spouse, Craft-repair, Own-child, Male, United-States,-0.9203218877473955,1.0045281438602893,-1.5912285176913663,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Masters, Never-married, Exec-managerial, Not-in-family, Male, United-States,-0.7740885876792137,-0.03834536309325585,1.5162487470733492,-0.1459543139772638,-0.21686313686554418,1.4140863519626385,0
 Private, HS-grad, Divorced, Priv-house-serv, Not-in-family, Female, United-States,1.8581108135480595,-0.8283283967225498,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,0
 Private, Bachelors, Never-married, Tech-support, Other-relative, Female, United-States,1.2000609632412411,-0.3567342302072859,1.1278140889777597,-0.1459543139772638,3.767212846998607,-0.20308510851256525,0
 Private, Bachelors, Never-married, Exec-managerial, Own-child, Female, United-States,-1.0665551878155775,-0.6802429951004206,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.44566082758384584,0
 Private, HS-grad, Never-married, Craft-repair, Own-child, Male, United-States,-0.7740885876792137,0.6761764905828148,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,0
 Private, 7th-8th, Never-married, Farming-fishing, Unmarried, Male, Mexico,-1.1396718378496682,0.6800928303019061,-2.3680978338825454,-0.1459543139772638,-0.21686313686554418,-0.36480225456008564,0
 Private, Bachelors, Divorced, Exec-managerial, Unmarried, Female, United-States,0.32266116283215013,2.954053399879669,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Never-married, Other-service, Own-child, Male, United-States,-1.359021787951941,0.8876015231251748,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,0
 Private, 9th, Never-married, Craft-repair, Other-relative, Male, United-States,0.10331121272987737,0.9065241304020526,-1.9796631757869556,-0.1459543139772638,-0.21686313686554418,0.6863591947487969,0
 Private, 7th-8th, Widowed, Craft-repair, Unmarried, Male, United-States,0.2495445127980592,0.2910283593304206,-2.3680978338825454,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 ?, Prof-school, Married-civ-spouse, ?, Husband, Male, United-States,2.4430440138207867,-0.7643965388204076,1.9046834051689385,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Private, Some-college, Never-married, Prof-specialty, Own-child, Female, United-States,-1.359021787951941,0.2211073672724973,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-2.0628322880590497,0
 Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,1.2000609632412411,-0.1668299620237376,0.35094477278658087,-0.1459543139772638,-0.21686313686554418,-1.6585394229402488,0
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Male, Philippines,2.0043441136162414,0.533392475653602,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, Male, United-States,-0.1160387373723954,0.010102624846332547,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,1.575803498010159,0
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Male, United-States,0.1764278627639683,-0.7211448650446868,0.35094477278658087,-0.1459543139772638,-0.21686313686554418,2.384389228247761,1
 State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Male, United-States,0.32266116283215013,-0.6057465720048273,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Never-married, Prof-specialty, Own-child, Female, United-States,-1.0665551878155775,-1.5188746096793053,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Married-civ-spouse, Sales, Husband, Male, United-States,0.8344777130707866,-0.19996601686648843,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,-0.48162198754285,0.25051812335806367,-2.3680978338825454,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Widowed, Transport-moving, Not-in-family, Female, United-States,0.1764278627639683,-0.7844367357244408,-0.425924543404598,1.626113641280922,-0.21686313686554418,1.575803498010159,1
 Private, HS-grad, Never-married, Other-service, Own-child, Female, United-States,-1.359021787951941,-0.4319088487176488,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, Male, United-States,0.6151277629685138,-1.2759946827589752,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,0.2820663296299959,0
 Private, HS-grad, Never-married, Craft-repair, Own-child, Male, United-States,-1.28590513791785,-0.7541471912141028,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.8499536927026468,0
 Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Female, United-States,1.7118775134798776,0.05107135912726603,-0.425924543404598,0.13836123840142964,-0.21686313686554418,-0.04136796246504486,0
 Private, Assoc-voc, Widowed, Priv-house-serv, Not-in-family, Female, United-States,2.5892773138889686,-1.1509679252390081,0.35094477278658087,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Female, United-States,-0.18915538740648632,-1.1715334847882855,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,0
 Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,1.9312274635821505,-1.5792053454495025,-0.03748988530900857,-0.1459543139772638,5.2305464159147474,-0.04136796246504486,1
 Private, Bachelors, Married-spouse-absent, Sales, Not-in-family, Female, United-States,-0.7740885876792137,-0.277929833420692,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,0
 Local-gov, 12th, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0.9807110131389685,-0.6115924254391782,-0.8143592015001875,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Never-married, Sales, Other-relative, Male, United-States,-1.28590513791785,0.731072110986761,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, 10th, Widowed, Other-service, Unmarried, Female, United-States,1.273177613275332,0.08649035346480423,-1.5912285176913663,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,0.39577781286624103,0.1472413793511966,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,-0.9203218877473955,0.21660835261958994,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0.7613610630366957,-0.6779218474132519,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Private, HS-grad, Married-civ-spouse, Sales, Wife, Female, United-States,-1.505255088020123,-0.9588380298492446,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.36480225456008564,0
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0.9075943631048775,-1.3861489013944905,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 ?, HS-grad, Married-civ-spouse, ?, Own-child, Female, United-States,-0.7740885876792137,-0.1938718101816585,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.20308510851256525,1
 Private, Bachelors, Never-married, Sales, Not-in-family, Female, United-States,-0.9934385377814865,-0.07418464754698921,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,-0.33538868747466816,-0.6246214190412284,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,1.575803498010159,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,-0.18915538740648632,0.6842479712233811,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.8499536927026468,0
 Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, Female, United-States,-1.28590513791785,-1.5599961767297643,0.35094477278658087,-0.1459543139772638,-0.21686313686554418,-0.44566082758384584,0
 State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,-0.6278552876110318,-0.037437918524198095,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Male, Columbia,-0.04292208733830447,0.21037086521332984,-0.03748988530900857,-0.1459543139772638,4.899792938009044,-0.04136796246504486,0
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,-0.48162198754285,-0.25466104426043223,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 ?, Some-college, Never-married, ?, Own-child, Male, South,-1.432138437986032,0.2803587216079206,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-3.1139937373679323,0
 Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0.6882444130026047,0.5908289408509099,0.35094477278658087,-0.1459543139772638,-0.21686313686554418,1.575803498010159,0
 Self-emp-not-inc, HS-grad, Married-spouse-absent, Other-service, Unmarried, Female, United-States,1.419410913343514,0.08448442336478185,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,0.3629249026537561,0
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0.10331121272987737,-0.4409546382639402,0.35094477278658087,-0.1459543139772638,-0.21686313686554418,0.3629249026537561,0
 Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Male, Vietnam,0.32266116283215013,-0.3271801934002893,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,-0.48162198754285,0.08123672701236463,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,0.6151277629685138,-0.6532775633272625,2.293118063264528,1.8188832476315173,-0.21686313686554418,0.7672177677725571,1
 State-gov, 7th-8th, Married-civ-spouse, Transport-moving, Husband, Male, United-States,0.6151277629685138,-0.8126630378461844,-2.3680978338825454,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 ?, Some-college, Separated, ?, Unmarried, Female, United-States,-1.2127884878837591,-1.4740181918235664,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-1.2542465578214477,0
 Private, Assoc-voc, Separated, Adm-clerical, Own-child, Female, United-States,0.030194562695786447,-1.334567841679629,0.35094477278658087,-0.06827103977627764,-0.21686313686554418,-0.04136796246504486,0
 Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,-0.26227203744057725,0.46702484548714696,1.9046834051689385,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,1
 Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, Male, United-States,1.492527563377605,-0.7923840397397677,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.8499536927026468,0
 Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, Male, United-States,-0.26227203744057725,0.1044290997878616,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,1.575803498010159,0
 State-gov, Some-college, Divorced, Adm-clerical, Unmarried, Female, United-States,-0.04292208733830447,-0.19674697665835725,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 ?, Some-college, Never-married, ?, Own-child, Male, United-States,-1.432138437986032,-0.2043408548941563,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Male, United-States,0.6151277629685138,-1.4261433267696988,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,1.575803498010159,0
 Private, HS-grad, Married-civ-spouse, Other-service, Husband, Male, United-States,0.2495445127980592,1.1240433696292425,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,2.223694063718514,1.1082060738871609,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-1.0116708387501672,0
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,0.10331121272987737,0.6732917720580207,1.5162487470733492,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,1
 Private, HS-grad, Divorced, Craft-repair, Not-in-family, Male, United-States,1.346294263309423,-0.27266665492015707,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
